,id,team_fifa_api_id,team_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass,id,team_api_id,team_fifa_api_id,team_long_name,team_short_name
802,830,12,8549,2010-02-22 00:00:00,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover,3469,8549,12,Middlesbrough,MID
803,831,12,8549,2011-02-22 00:00:00,66,Balanced,Little,51,Mixed,Organised,64,Normal,64,Normal,48,Normal,Organised,54,Medium,44,Press,49,Normal,Cover,3469,8549,12,Middlesbrough,MID
804,832,12,8549,2012-02-22 00:00:00,60,Balanced,Little,72,Long,Organised,40,Normal,56,Normal,72,Lots,Organised,38,Medium,42,Press,42,Normal,Cover,3469,8549,12,Middlesbrough,MID
805,833,12,8549,2013-09-20 00:00:00,60,Balanced,Little,40,Mixed,Organised,40,Normal,56,Normal,57,Normal,Organised,38,Medium,42,Press,52,Normal,Cover,3469,8549,12,Middlesbrough,MID
806,834,12,8549,2014-09-19 00:00:00,60,Balanced,Little,56,Mixed,Organised,49,Normal,56,Normal,72,Lots,Organised,38,Medium,42,Press,42,Normal,Cover,3469,8549,12,Middlesbrough,MID
807,835,12,8549,2015-09-10 00:00:00,60,Balanced,Little,46,Mixed,Organised,43,Normal,55,Normal,37,Normal,Organised,38,Medium,42,Press,42,Normal,Cover,3469,8549,12,Middlesbrough,MID
808,16,47,8564,2010-02-22 00:00:00,45,Balanced,Little,30,Short,Free Form,55,Normal,45,Normal,70,Lots,Free Form,30,Deep,35,Press,60,Normal,Offside Trap,20523,8564,47,Milan,ACM
809,17,47,8564,2011-02-22 00:00:00,65,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,50,Normal,Free Form,50,Medium,50,Press,50,Normal,Offside Trap,20523,8564,47,Milan,ACM
810,18,47,8564,2012-02-22 00:00:00,45,Balanced,Little,50,Mixed,Organised,65,Normal,20,Little,50,Normal,Free Form,45,Medium,45,Press,50,Normal,Cover,20523,8564,47,Milan,ACM
811,19,47,8564,2013-09-20 00:00:00,48,Balanced,Little,54,Mixed,Organised,51,Normal,53,Normal,64,Normal,Free Form,48,Medium,49,Press,53,Normal,Cover,20523,8564,47,Milan,ACM
812,20,47,8564,2014-09-19 00:00:00,48,Balanced,Lots,52,Mixed,Organised,66,Normal,36,Normal,75,Lots,Organised,58,Medium,57,Press,49,Normal,Cover,20523,8564,47,Milan,ACM
813,21,47,8564,2015-09-10 00:00:00,48,Balanced,Lots,52,Mixed,Organised,66,Normal,36,Normal,69,Lots,Organised,58,Medium,57,Press,49,Normal,Cover,20523,8564,47,Milan,ACM
814,845,70,10249,2010-02-22 00:00:00,35,Balanced,Little,35,Mixed,Organised,55,Normal,35,Normal,70,Lots,Organised,70,High,70,Double,70,Wide,Offside Trap,10309,10249,70,Montpellier Hérault SC,MON
815,846,70,10249,2011-02-22 00:00:00,50,Balanced,Little,50,Mixed,Organised,35,Normal,50,Normal,50,Normal,Organised,35,Medium,55,Press,65,Normal,Cover,10309,10249,70,Montpellier Hérault SC,MON
816,847,70,10249,2012-02-22 00:00:00,52,Balanced,Little,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,34,Medium,43,Press,37,Normal,Cover,10309,10249,70,Montpellier Hérault SC,MON
817,848,70,10249,2013-09-20 00:00:00,52,Balanced,Little,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,34,Medium,43,Press,37,Normal,Cover,10309,10249,70,Montpellier Hérault SC,MON
818,849,70,10249,2014-09-19 00:00:00,52,Balanced,Normal,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,53,Medium,56,Press,48,Normal,Cover,10309,10249,70,Montpellier Hérault SC,MON
819,850,70,10249,2015-09-10 00:00:00,54,Balanced,Normal,65,Mixed,Organised,48,Normal,49,Normal,45,Normal,Organised,53,Medium,56,Press,48,Normal,Cover,10309,10249,70,Montpellier Hérault SC,MON
820,851,1900,8348,2013-09-20 00:00:00,38,Balanced,Little,43,Mixed,Organised,51,Normal,54,Normal,39,Normal,Organised,44,Medium,46,Press,48,Normal,Cover,37210,8348,1900,Moreirense FC,MOR
821,852,1900,8348,2015-09-10 00:00:00,38,Balanced,Normal,43,Mixed,Organised,51,Normal,54,Normal,39,Normal,Organised,44,Medium,46,Press,48,Normal,Cover,37210,8348,1900,Moreirense FC,MOR
822,853,83,9927,2010-02-22 00:00:00,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,65,Normal,Organised,60,Medium,70,Double,70,Wide,Cover,39390,9927,83,Motherwell,MOT
823,854,83,9927,2011-02-22 00:00:00,48,Balanced,Little,49,Mixed,Organised,52,Normal,52,Normal,48,Normal,Organised,47,Medium,46,Press,48,Normal,Cover,39390,9927,83,Motherwell,MOT
824,855,83,9927,2012-02-22 00:00:00,70,Fast,Little,55,Mixed,Organised,40,Normal,46,Normal,60,Normal,Organised,38,Medium,42,Press,62,Normal,Cover,39390,9927,83,Motherwell,MOT
825,856,83,9927,2013-09-20 00:00:00,67,Fast,Little,54,Mixed,Organised,49,Normal,47,Normal,58,Normal,Organised,39,Medium,43,Press,64,Normal,Cover,39390,9927,83,Motherwell,MOT
826,857,83,9927,2014-09-19 00:00:00,70,Fast,Normal,55,Mixed,Organised,42,Normal,47,Normal,60,Normal,Organised,41,Medium,43,Press,62,Normal,Cover,39390,9927,83,Motherwell,MOT
827,858,83,9927,2015-09-10 00:00:00,64,Balanced,Normal,55,Mixed,Organised,44,Normal,45,Normal,27,Little,Organised,37,Medium,44,Press,51,Normal,Cover,39390,9927,83,Motherwell,MOT
828,789,573,9864,2010-02-22 00:00:00,60,Balanced,Little,55,Mixed,Organised,40,Normal,45,Normal,70,Lots,Organised,45,Medium,65,Press,45,Normal,Cover,43054,9864,573,Málaga CF,MAL
829,790,573,9864,2011-02-22 00:00:00,58,Balanced,Little,54,Mixed,Organised,54,Normal,55,Normal,61,Normal,Organised,45,Medium,47,Press,54,Normal,Cover,43054,9864,573,Málaga CF,MAL
830,791,573,9864,2012-02-22 00:00:00,41,Balanced,Little,36,Mixed,Organised,72,Risky,69,Lots,50,Normal,Organised,64,Medium,58,Press,42,Normal,Cover,43054,9864,573,Málaga CF,MAL
831,792,573,9864,2013-09-20 00:00:00,45,Balanced,Little,36,Mixed,Organised,72,Risky,69,Lots,50,Normal,Organised,64,Medium,58,Press,42,Normal,Cover,43054,9864,573,Málaga CF,MAL
832,793,573,9864,2014-09-19 00:00:00,45,Balanced,Normal,36,Mixed,Organised,69,Risky,69,Lots,50,Normal,Organised,64,Medium,58,Press,42,Normal,Cover,43054,9864,573,Málaga CF,MAL
833,794,573,9864,2015-09-10 00:00:00,42,Balanced,Normal,36,Mixed,Organised,41,Normal,40,Normal,50,Normal,Organised,47,Medium,37,Press,52,Normal,Offside Trap,43054,9864,573,Málaga CF,MAL
834,888,1910,8464,2010-02-22 00:00:00,32,Slow,Little,30,Short,Organised,35,Normal,40,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover,26553,8464,1910,N.E.C.,NEC
835,889,1910,8464,2011-02-22 00:00:00,47,Balanced,Little,46,Mixed,Free Form,48,Normal,78,Lots,32,Little,Organised,33,Deep,54,Press,31,Narrow,Cover,26553,8464,1910,N.E.C.,NEC
836,890,1910,8464,2012-02-22 00:00:00,46,Balanced,Little,38,Mixed,Organised,39,Normal,55,Normal,50,Normal,Organised,45,Medium,48,Press,53,Normal,Cover,26553,8464,1910,N.E.C.,NEC
837,891,1910,8464,2013-09-20 00:00:00,46,Balanced,Little,41,Mixed,Organised,52,Normal,37,Normal,57,Normal,Organised,45,Medium,48,Press,53,Normal,Cover,26553,8464,1910,N.E.C.,NEC
838,892,1910,8464,2014-09-19 00:00:00,49,Balanced,Normal,59,Mixed,Organised,52,Normal,49,Normal,55,Normal,Organised,40,Medium,48,Press,53,Normal,Cover,26553,8464,1910,N.E.C.,NEC
839,862,1904,9761,2010-02-22 00:00:00,30,Slow,Little,35,Mixed,Organised,35,Normal,40,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover,26564,9761,1904,NAC Breda,NAC
840,863,1904,9761,2011-02-22 00:00:00,33,Slow,Little,44,Mixed,Free Form,35,Normal,40,Normal,60,Normal,Organised,42,Medium,47,Press,54,Normal,Cover,26564,9761,1904,NAC Breda,NAC
841,864,1904,9761,2012-02-22 00:00:00,40,Balanced,Little,48,Mixed,Organised,48,Normal,47,Normal,42,Normal,Organised,43,Medium,48,Press,50,Normal,Cover,26564,9761,1904,NAC Breda,NAC
842,865,1904,9761,2013-09-20 00:00:00,58,Balanced,Little,53,Mixed,Organised,48,Normal,47,Normal,46,Normal,Organised,43,Medium,48,Press,50,Normal,Cover,26564,9761,1904,NAC Breda,NAC
843,866,1904,9761,2014-09-19 00:00:00,46,Balanced,Normal,54,Mixed,Organised,32,Safe,42,Normal,42,Normal,Organised,43,Medium,39,Press,50,Normal,Cover,26564,9761,1904,NAC Breda,NAC
844,867,1904,9761,2015-09-10 00:00:00,45,Balanced,Normal,59,Mixed,Organised,32,Safe,42,Normal,54,Normal,Organised,36,Medium,39,Press,40,Normal,Cover,26564,9761,1904,NAC Breda,NAC
845,1205,48,9875,2010-02-22 00:00:00,70,Fast,Little,30,Short,Free Form,30,Safe,35,Normal,70,Lots,Free Form,50,Medium,70,Double,45,Normal,Cover,20526,9875,48,Napoli,NAP
846,1206,48,9875,2011-02-22 00:00:00,50,Balanced,Little,35,Mixed,Free Form,65,Normal,65,Normal,50,Normal,Organised,50,Medium,70,Double,45,Normal,Cover,20526,9875,48,Napoli,NAP
847,1207,48,9875,2012-02-22 00:00:00,60,Balanced,Little,50,Mixed,Organised,65,Normal,65,Normal,50,Normal,Organised,45,Medium,55,Press,50,Normal,Cover,20526,9875,48,Napoli,NAP
848,1208,48,9875,2013-09-20 00:00:00,68,Fast,Little,52,Mixed,Organised,68,Risky,69,Lots,53,Normal,Organised,44,Medium,57,Press,53,Normal,Offside Trap,20526,9875,48,Napoli,NAP
849,1209,48,9875,2014-09-19 00:00:00,72,Fast,Lots,34,Mixed,Organised,76,Risky,66,Normal,73,Lots,Organised,61,Medium,59,Press,39,Normal,Cover,20526,9875,48,Napoli,NAP
850,1210,48,9875,2015-09-10 00:00:00,53,Balanced,Lots,37,Mixed,Organised,68,Risky,54,Normal,67,Lots,Organised,47,Medium,57,Press,53,Normal,Offside Trap,20526,9875,48,Napoli,NAP
851,886,100737,9809,2010-02-22 00:00:00,30,Slow,Little,30,Short,Organised,45,Normal,50,Normal,70,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover,35297,9809,100737,Naval 1° de Maio,NAV
852,887,100737,9809,2011-02-22 00:00:00,50,Balanced,Little,65,Mixed,Organised,35,Normal,50,Normal,50,Normal,Organised,45,Medium,41,Press,35,Normal,Offside Trap,35297,9809,100737,Naval 1° de Maio,NAV
853,1427,435,7955,2010-02-22 00:00:00,60,Balanced,Little,45,Mixed,Organised,60,Normal,70,Lots,60,Normal,Organised,50,Medium,45,Press,55,Normal,Cover,49123,7955,435,Neuchâtel Xamax,XAM
854,1428,435,7955,2011-02-22 00:00:00,54,Balanced,Little,47,Mixed,Organised,37,Normal,48,Normal,53,Normal,Organised,49,Medium,45,Press,52,Normal,Cover,49123,7955,435,Neuchâtel Xamax,XAM
855,1429,435,7955,2012-02-22 00:00:00,49,Balanced,Little,50,Mixed,Organised,39,Normal,48,Normal,34,Normal,Organised,34,Medium,31,Contain,51,Normal,Cover,49123,7955,435,Neuchâtel Xamax,XAM
856,893,13,10261,2010-02-22 00:00:00,70,Fast,Little,60,Mixed,Organised,65,Normal,70,Lots,60,Normal,Organised,45,Medium,65,Press,45,Normal,Cover,3458,10261,13,Newcastle United,NEW
857,894,13,10261,2011-02-22 00:00:00,55,Balanced,Little,50,Mixed,Organised,60,Normal,50,Normal,60,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,3458,10261,13,Newcastle United,NEW
858,895,13,10261,2012-02-22 00:00:00,54,Balanced,Little,54,Mixed,Organised,54,Normal,68,Lots,48,Normal,Organised,52,Medium,48,Press,42,Normal,Cover,3458,10261,13,Newcastle United,NEW
859,896,13,10261,2013-09-20 00:00:00,58,Balanced,Little,72,Long,Organised,48,Normal,51,Normal,46,Normal,Organised,41,Medium,39,Press,51,Normal,Cover,3458,10261,13,Newcastle United,NEW
860,897,13,10261,2014-09-19 00:00:00,54,Balanced,Little,47,Mixed,Organised,47,Normal,51,Normal,39,Normal,Organised,56,Medium,54,Press,51,Normal,Cover,3458,10261,13,Newcastle United,NEW
861,898,13,10261,2015-09-10 00:00:00,58,Balanced,Normal,49,Mixed,Organised,47,Normal,54,Normal,46,Normal,Organised,41,Medium,39,Press,51,Normal,Cover,3458,10261,13,Newcastle United,NEW
862,905,1792,9850,2010-02-22 00:00:00,65,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,60,Medium,70,Double,70,Wide,Cover,5756,9850,1792,Norwich City,NOR
863,906,1792,9850,2011-02-22 00:00:00,49,Balanced,Little,52,Mixed,Organised,48,Normal,64,Normal,66,Normal,Organised,34,Medium,54,Press,48,Normal,Cover,5756,9850,1792,Norwich City,NOR
864,907,1792,9850,2012-02-22 00:00:00,63,Balanced,Little,61,Mixed,Organised,42,Normal,76,Lots,62,Normal,Organised,40,Medium,50,Press,42,Normal,Cover,5756,9850,1792,Norwich City,NOR
865,908,1792,9850,2013-09-20 00:00:00,70,Fast,Little,70,Long,Organised,56,Normal,67,Lots,48,Normal,Organised,40,Medium,43,Press,53,Normal,Cover,5756,9850,1792,Norwich City,NOR
866,909,1792,9850,2014-09-19 00:00:00,45,Balanced,Little,64,Mixed,Organised,55,Normal,67,Lots,42,Normal,Organised,40,Medium,43,Press,51,Normal,Cover,5756,9850,1792,Norwich City,NOR
867,910,1792,9850,2015-09-10 00:00:00,45,Balanced,Normal,55,Mixed,Organised,46,Normal,54,Normal,47,Normal,Organised,38,Medium,39,Press,51,Normal,Cover,5756,9850,1792,Norwich City,NOR
868,911,112225,6269,2011-02-22 00:00:00,53,Balanced,Little,35,Mixed,Organised,50,Normal,64,Normal,49,Normal,Organised,60,Medium,51,Press,40,Normal,Offside Trap,22805,6269,112225,Novara,NOV
869,912,112225,6269,2012-02-22 00:00:00,55,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,22805,6269,112225,Novara,NOV
870,913,112225,6269,2013-09-20 00:00:00,66,Balanced,Little,62,Mixed,Organised,56,Normal,55,Normal,61,Normal,Organised,36,Medium,49,Press,62,Normal,Cover,22805,6269,112225,Novara,NOV
871,914,112225,6269,2014-09-19 00:00:00,66,Balanced,Normal,56,Mixed,Organised,56,Normal,55,Normal,57,Normal,Organised,36,Medium,49,Press,53,Normal,Cover,22805,6269,112225,Novara,NOV
872,899,72,9831,2010-02-22 00:00:00,70,Fast,Little,70,Long,Organised,60,Normal,30,Little,65,Normal,Organised,70,High,70,Double,70,Wide,Cover,9542,9831,72,OGC Nice,NIC
873,900,72,9831,2011-02-22 00:00:00,50,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,65,Normal,Organised,45,Medium,45,Press,35,Normal,Cover,9542,9831,72,OGC Nice,NIC
874,901,72,9831,2012-02-22 00:00:00,48,Balanced,Little,66,Mixed,Organised,49,Normal,51,Normal,34,Normal,Organised,26,Deep,47,Press,64,Normal,Cover,9542,9831,72,OGC Nice,NIC
875,902,72,9831,2013-09-20 00:00:00,48,Balanced,Little,66,Mixed,Organised,49,Normal,66,Normal,34,Normal,Organised,56,Medium,47,Press,64,Normal,Cover,9542,9831,72,OGC Nice,NIC
876,903,72,9831,2014-09-19 00:00:00,48,Balanced,Normal,66,Mixed,Organised,49,Normal,66,Normal,34,Normal,Organised,56,Medium,47,Press,64,Normal,Cover,9542,9831,72,OGC Nice,NIC
877,904,72,9831,2015-09-10 00:00:00,48,Balanced,Normal,53,Mixed,Organised,49,Normal,66,Normal,38,Normal,Organised,57,Medium,47,Press,61,Normal,Cover,9542,9831,72,OGC Nice,NIC
878,927,1564,8242,2010-02-22 00:00:00,30,Slow,Little,45,Mixed,Organised,45,Normal,40,Normal,70,Lots,Organised,70,High,70,Double,65,Normal,Cover,31452,8242,1564,Odra Wodzisław,ODR
879,777,66,9748,2010-02-22 00:00:00,60,Balanced,Little,40,Mixed,Organised,70,Risky,45,Normal,70,Lots,Organised,70,High,60,Press,70,Wide,Offside Trap,9545,9748,66,Olympique Lyonnais,LYO
880,778,66,9748,2011-02-22 00:00:00,65,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,80,Lots,Organised,45,Medium,45,Press,65,Normal,Cover,9545,9748,66,Olympique Lyonnais,LYO
881,779,66,9748,2012-02-22 00:00:00,49,Balanced,Little,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover,9545,9748,66,Olympique Lyonnais,LYO
882,780,66,9748,2013-09-20 00:00:00,49,Balanced,Little,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover,9545,9748,66,Olympique Lyonnais,LYO
883,781,66,9748,2014-09-19 00:00:00,49,Balanced,Normal,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover,9545,9748,66,Olympique Lyonnais,LYO
884,782,66,9748,2015-09-10 00:00:00,49,Balanced,Normal,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover,9545,9748,66,Olympique Lyonnais,LYO
885,819,219,8592,2010-02-22 00:00:00,55,Balanced,Little,45,Mixed,Organised,70,Risky,65,Normal,70,Lots,Free Form,65,Medium,70,Double,65,Normal,Offside Trap,9552,8592,219,Olympique de Marseille,MAR
886,820,219,8592,2011-02-22 00:00:00,65,Balanced,Little,35,Mixed,Organised,65,Normal,65,Normal,80,Lots,Free Form,55,Medium,55,Press,65,Normal,Cover,9552,8592,219,Olympique de Marseille,MAR
887,821,219,8592,2012-02-22 00:00:00,48,Balanced,Little,50,Mixed,Organised,49,Normal,51,Normal,48,Normal,Organised,44,Medium,48,Press,51,Normal,Cover,9552,8592,219,Olympique de Marseille,MAR
888,822,219,8592,2013-09-20 00:00:00,48,Balanced,Little,50,Mixed,Organised,49,Normal,77,Lots,64,Normal,Organised,44,Medium,48,Press,54,Normal,Cover,9552,8592,219,Olympique de Marseille,MAR
889,823,219,8592,2014-09-19 00:00:00,51,Balanced,Normal,50,Mixed,Organised,49,Normal,69,Lots,68,Lots,Organised,48,Medium,48,Press,60,Normal,Cover,9552,8592,219,Olympique de Marseille,MAR
890,824,219,8592,2015-09-10 00:00:00,51,Balanced,Lots,41,Mixed,Organised,49,Normal,69,Lots,31,Little,Organised,48,Medium,48,Press,60,Normal,Cover,9552,8592,219,Olympique de Marseille,MAR
891,941,100087,1773,2012-02-22 00:00:00,52,Balanced,Little,50,Mixed,Organised,50,Normal,53,Normal,54,Normal,Organised,43,Medium,44,Press,50,Normal,Cover,1513,1773,100087,Oud-Heverlee Leuven,O-H
892,942,100087,1773,2013-09-20 00:00:00,52,Balanced,Little,50,Mixed,Organised,50,Normal,53,Normal,54,Normal,Organised,43,Medium,44,Press,50,Normal,Cover,1513,1773,100087,Oud-Heverlee Leuven,O-H
893,943,100087,1773,2014-09-19 00:00:00,52,Balanced,Normal,50,Mixed,Organised,50,Normal,53,Normal,54,Normal,Organised,43,Medium,44,Press,50,Normal,Cover,1513,1773,100087,Oud-Heverlee Leuven,O-H
894,998,1570,2183,2010-02-22 00:00:00,30,Slow,Little,40,Mixed,Organised,45,Normal,40,Normal,70,Lots,Organised,55,Medium,65,Press,55,Normal,Cover,31448,2183,1570,P. Warszawa,PWA
895,999,1570,2183,2011-02-22 00:00:00,33,Slow,Little,47,Mixed,Organised,69,Risky,40,Normal,53,Normal,Organised,55,Medium,34,Press,51,Normal,Cover,31448,2183,1570,P. Warszawa,PWA
896,1000,1570,2183,2012-02-22 00:00:00,34,Balanced,Little,45,Mixed,Organised,39,Normal,67,Lots,74,Lots,Organised,31,Deep,32,Contain,50,Normal,Cover,31448,2183,1570,P. Warszawa,PWA
897,1001,1570,2183,2013-09-20 00:00:00,34,Balanced,Little,45,Mixed,Organised,39,Normal,52,Normal,40,Normal,Organised,57,Medium,32,Contain,50,Normal,Cover,31448,2183,1570,P. Warszawa,PWA
898,976,1914,6413,2013-09-20 00:00:00,47,Balanced,Little,49,Mixed,Organised,50,Normal,50,Normal,54,Normal,Organised,46,Medium,44,Press,51,Normal,Cover,29000,6413,1914,PEC Zwolle,ZWO
899,977,1914,6413,2014-09-19 00:00:00,57,Balanced,Normal,39,Mixed,Organised,57,Normal,50,Normal,54,Normal,Organised,58,Medium,60,Press,63,Normal,Cover,29000,6413,1914,PEC Zwolle,ZWO
900,978,1914,6413,2015-09-10 00:00:00,45,Balanced,Normal,56,Mixed,Organised,57,Normal,50,Normal,58,Normal,Organised,58,Medium,60,Press,63,Normal,Cover,29000,6413,1914,PEC Zwolle,ZWO
901,1008,247,8640,2010-02-22 00:00:00,30,Slow,Little,30,Short,Organised,33,Safe,52,Normal,70,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover,26556,8640,247,PSV,PSV
902,1009,247,8640,2011-02-22 00:00:00,63,Balanced,Little,30,Short,Organised,67,Risky,65,Normal,68,Lots,Free Form,57,Medium,37,Press,64,Normal,Offside Trap,26556,8640,247,PSV,PSV
903,1010,247,8640,2012-02-22 00:00:00,33,Slow,Little,42,Mixed,Organised,40,Normal,55,Normal,48,Normal,Organised,43,Medium,30,Contain,48,Normal,Cover,26556,8640,247,PSV,PSV
904,1011,247,8640,2013-09-20 00:00:00,54,Balanced,Little,45,Mixed,Organised,55,Normal,58,Normal,55,Normal,Organised,43,Medium,50,Press,48,Normal,Cover,26556,8640,247,PSV,PSV
905,1012,247,8640,2014-09-19 00:00:00,67,Fast,Normal,40,Mixed,Organised,53,Normal,53,Normal,55,Normal,Organised,50,Medium,62,Press,55,Normal,Cover,26556,8640,247,PSV,PSV
906,1013,247,8640,2015-09-10 00:00:00,67,Fast,Normal,43,Mixed,Organised,53,Normal,44,Normal,28,Little,Organised,40,Medium,40,Press,48,Normal,Cover,26556,8640,247,PSV,PSV
907,956,1843,8540,2010-02-22 00:00:00,63,Balanced,Little,50,Mixed,Organised,30,Safe,30,Little,70,Lots,Organised,45,Medium,40,Press,60,Normal,Cover,20532,8540,1843,Palermo,PAL
908,957,1843,8540,2011-02-22 00:00:00,65,Balanced,Little,35,Mixed,Free Form,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,20532,8540,1843,Palermo,PAL
909,958,1843,8540,2012-02-22 00:00:00,60,Balanced,Little,40,Mixed,Organised,50,Normal,35,Normal,65,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,20532,8540,1843,Palermo,PAL
910,959,1843,8540,2013-09-20 00:00:00,66,Balanced,Little,37,Mixed,Free Form,56,Normal,34,Normal,63,Normal,Free Form,43,Medium,42,Press,48,Normal,Cover,20532,8540,1843,Palermo,PAL
911,960,1843,8540,2014-09-19 00:00:00,66,Balanced,Normal,37,Mixed,Organised,56,Normal,34,Normal,63,Normal,Organised,43,Medium,42,Press,48,Normal,Cover,20532,8540,1843,Palermo,PAL
912,961,1843,8540,2015-09-10 00:00:00,66,Balanced,Normal,36,Mixed,Organised,60,Normal,34,Normal,64,Normal,Organised,44,Medium,58,Press,50,Normal,Cover,20532,8540,1843,Palermo,PAL
913,962,73,9847,2010-02-22 00:00:00,50,Balanced,Little,65,Mixed,Organised,40,Normal,65,Normal,55,Normal,Organised,70,High,70,Double,70,Wide,Offside Trap,9548,9847,73,Paris Saint-Germain,PSG
914,963,73,9847,2011-02-22 00:00:00,35,Balanced,Little,35,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,9548,9847,73,Paris Saint-Germain,PSG
915,964,73,9847,2012-02-22 00:00:00,49,Balanced,Little,41,Mixed,Organised,62,Normal,52,Normal,60,Normal,Organised,49,Medium,46,Press,52,Normal,Cover,9548,9847,73,Paris Saint-Germain,PSG
916,965,73,9847,2013-09-20 00:00:00,49,Balanced,Little,41,Mixed,Organised,62,Normal,52,Normal,60,Normal,Organised,49,Medium,46,Press,52,Normal,Cover,9548,9847,73,Paris Saint-Germain,PSG
917,966,73,9847,2014-09-19 00:00:00,49,Balanced,Lots,55,Mixed,Organised,62,Normal,61,Normal,68,Lots,Organised,57,Medium,53,Press,56,Normal,Cover,9548,9847,73,Paris Saint-Germain,PSG
918,967,73,9847,2015-09-10 00:00:00,49,Balanced,Normal,34,Mixed,Organised,62,Normal,61,Normal,35,Normal,Organised,57,Medium,53,Press,56,Normal,Cover,9548,9847,73,Paris Saint-Germain,PSG
919,968,50,10167,2010-02-22 00:00:00,30,Slow,Little,30,Short,Free Form,40,Normal,60,Normal,70,Lots,Free Form,45,Medium,30,Contain,70,Wide,Offside Trap,21292,10167,50,Parma,PAR
920,969,50,10167,2011-02-22 00:00:00,50,Balanced,Little,30,Short,Organised,48,Normal,55,Normal,65,Normal,Organised,45,Medium,47,Press,50,Normal,Cover,21292,10167,50,Parma,PAR
921,970,50,10167,2012-02-22 00:00:00,45,Balanced,Little,35,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Offside Trap,21292,10167,50,Parma,PAR
922,971,50,10167,2013-09-20 00:00:00,48,Balanced,Little,33,Short,Organised,46,Normal,62,Normal,45,Normal,Organised,39,Medium,43,Press,46,Normal,Cover,21292,10167,50,Parma,PAR
923,972,50,10167,2014-09-19 00:00:00,48,Balanced,Lots,33,Short,Organised,69,Risky,62,Normal,45,Normal,Organised,54,Medium,66,Press,46,Normal,Offside Trap,21292,10167,50,Parma,PAR
924,973,50,10167,2015-09-10 00:00:00,48,Balanced,Normal,33,Short,Organised,69,Risky,62,Normal,45,Normal,Organised,43,Medium,43,Press,46,Normal,Cover,21292,10167,50,Parma,PAR
925,974,1754,8426,2014-09-19 00:00:00,48,Balanced,Normal,37,Mixed,Organised,49,Normal,50,Normal,52,Normal,Organised,47,Medium,44,Press,52,Normal,Cover,41673,8426,1754,Partick Thistle F.C.,PAR
926,975,1754,8426,2015-09-10 00:00:00,48,Balanced,Normal,47,Mixed,Organised,47,Normal,53,Normal,60,Normal,Organised,46,Medium,46,Press,49,Normal,Cover,41673,8426,1754,Partick Thistle F.C.,PAR
927,980,200,9878,2011-02-22 00:00:00,50,Balanced,Little,60,Mixed,Organised,35,Normal,50,Normal,35,Normal,Organised,35,Medium,60,Press,50,Normal,Cover,23523,9878,200,Pescara,PES
928,981,200,9878,2012-02-22 00:00:00,65,Balanced,Little,65,Mixed,Organised,65,Normal,50,Normal,65,Normal,Organised,45,Medium,45,Press,35,Normal,Cover,23523,9878,200,Pescara,PES
929,982,200,9878,2013-09-20 00:00:00,55,Balanced,Little,40,Mixed,Organised,58,Normal,47,Normal,36,Normal,Free Form,44,Medium,48,Press,48,Normal,Cover,23523,9878,200,Pescara,PES
